9.999999999995505817e-01,6.389211415450943071e-05,1.146431769514590082e-02,5.426981213756156830e-01,1.253366573207858291e-02,7.323550317302359899e-37,3.487365503077023915e-04,6.368843265628792993e-01
5.807433595412442306e-01,1.074196943596105076e-02,7.964813756682925794e-01,6.086029658527291053e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.896633651522595637e-02,8.579871046611795005e-02
9.249470780750347343e-01,7.974971475391000081e-05,7.430546408244301237e-02,1.364646474606963427e-14,0.000000000000000000e+00,0.000000000000000000e+00,3.548451702962359972e-04,3.722819274140356516e-01
8.855505882653781358e-01,4.378709545093197492e-05,5.726160482320938327e-02,2.492104872749177043e-10,0.000000000000000000e+00,0.000000000000000000e+00,7.350166150085729284e-14,3.426908703198406903e-01
9.660451753644754280e-01,1.158178408000508015e-05,1.029183011467208440e-02,9.306661690840119120e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.491543998430969530e-41,1.582292862795341704e-01
6.505795483121811218e-01,4.091271005549664951e-04,1.268382306405365367e-01,1.328640594131432516e-07,5.585594284980841678e-02,2.129971157293221729e-01,6.388416720355218465e-10,3.589129783155343700e-01
9.999999999999998890e-01,5.295208415169851899e-05,3.233017144524760744e-02,8.984421983810005896e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.879429428515924903e-04,9.999999650413362584e-01
9.999957019730493224e-01,2.409060638039011549e-05,2.633135431044836966e-02,3.514326581507985068e-10,0.000000000000000000e+00,0.000000000000000000e+00,4.361730122173587118e-37,2.367284453763900953e-01
7.339746824598869512e-01,1.068907444288738927e-04,4.533721154620466709e-03,7.422397103051472006e-11,2.380419089611754586e-04,2.671805490946092111e-14,9.999999216837586191e-01,2.445727834376685769e-03
9.999584187184887840e-01,1.966565082508404965e-06,2.653437144195922482e-04,7.841499887481399034e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.193931606073086363e-03,7.920739458328622806e-01
5.279938481386625693e-01,5.646843911013946270e-04,1.285402210650236632e-01,1.007857699308646188e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.503543396052627172e-04,4.581791178569152301e-01
8.013385719310702467e-281,5.861095021357585683e-07,4.970171790773337877e-04,8.665445690416191393e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.766104451590753702e-03,9.254623599195525019e-01
1.550638501932032932e-02,5.560760251027194569e-04,5.662920855864091163e-02,8.115947689136143728e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.229286673685266661e-08,8.894131529332158781e-01
9.999999999900572867e-01,3.217095510202540483e-03,1.065076396367382605e-01,9.999999999999998890e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.615469964555675708e-01,4.718369283585571727e-02
8.696165057502147633e-01,9.674056343733175600e-05,1.005981883228123513e-01,1.411824565119332134e-09,0.000000000000000000e+00,0.000000000000000000e+00,6.079734434143447942e-39,4.241216805221990627e-01
6.976072155428538757e-01,4.082391925984380312e-04,1.698957394725431882e-03,4.381857556379194739e-03,9.034736463180401990e-05,1.451674645911597071e-07,6.008948880085417110e-02,1.454451468617194064e-44
9.974092333736561677e-01,5.508001216955870369e-05,1.681731299347029307e-01,7.171961212113153565e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.723937638783242807e-04,5.675346299887147339e-01
9.999942929852693174e-01,1.938254733893005326e-04,2.103675814422119664e-02,3.796277531684632556e-01,4.055914603984815681e-02,5.300619788136846600e-21,1.382690007463052110e-52,5.386748467064025325e-01
9.946259478253265396e-01,1.223827267298344439e-06,6.737840415510433765e-06,9.805249402745386256e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.550706062384829789e-03,8.774495192957986189e-01
8.238132127713598818e-01,5.811083837945622187e-05,8.514762054081786297e-03,3.149940172151545116e-08,0.000000000000000000e+00,0.000000000000000000e+00,5.048555412036321436e-35,1.263538545147187830e-01
9.999999775692161030e-01,9.942951172579514701e-04,2.180948913001973938e-02,9.781905229530372115e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.896483683994953581e-03,8.569154788422130853e-01
7.198005087232385649e-14,1.007839309406310361e-06,6.519300991282567107e-05,9.632021922118291224e-01,5.430183049336061813e-04,2.369016673552571420e-38,1.486568066213121535e-03,9.540760521378217618e-01
2.584797783180425114e-33,7.122844276978969030e-07,3.629794923682906789e-05,8.460429392926196446e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.505283762990497176e-04,8.593560184247974743e-01
3.902765093352406622e-01,2.748356217525035612e-06,9.208433375293012676e-05,9.999919916653444707e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.060584313005535385e-02,9.257466207516759082e-01
7.375770500870214574e-01,6.046861218910675601e-02,2.038693736423056180e-01,2.233629409902258816e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.059360772031276441e-03,5.401406575520986131e-01
9.687490158014517849e-01,1.233406891765262805e-04,5.153556636305753336e-02,3.655889355826755026e-09,0.000000000000000000e+00,0.000000000000000000e+00,3.896002313669597208e-42,3.191305274358403055e-01
4.399668580576766829e-12,4.281720075465063058e-01,4.064079544440368230e-01,5.894585496543360103e-13,0.000000000000000000e+00,0.000000000000000000e+00,6.995651298116678753e-18,4.835994018234042735e-01
9.707278180483822627e-01,2.098207922214810530e-03,7.532748873606852358e-02,1.941913991172277421e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.170739401262210613e-03,5.174653138649742967e-01
4.356935680267172878e-24,3.523309207868684430e-07,1.590521565151368371e-04,3.882520532434184379e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.574559202205724089e-03,4.716486463049096023e-01
9.580863780587084433e-01,7.750945054554694879e-05,5.528011227167845681e-02,4.041314088428561019e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.983437755633719331e-05,3.619263829502034069e-01
8.006392738835161893e-01,1.567519869614436741e-03,1.141670305122922946e-02,2.749568517612538954e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.218865987821782021e-03,3.742487481622558398e-01
